0;#;FORM;LEMMA;GRAM;COMMENT;CHECKED;CONTEXT;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;POS;AUTO_LEMMA;AUTO_GRAM;
14771;;реб€т;–≈Ѕя“ј;S - anim voc pl;;;ƒа не , _реб€т_ , всЄ окей;т;€;б;е;р;;S;–≈Ѕя“ј;S - anim gen pl;ј
14772;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14773;;всЄ;¬—≈;S n - nom sg;;;, реб€т , _всЄ_ окей , обычно;Є;с;в;;;;S;¬—≈;S n - nom sg;≈
14774;;окей;ќ ≈…;ADV;;;реб€т , всЄ _окей_ , обычно иногда;й;е;к;о;;;S;ќ ≈…;S m anim nom sg;…
14775;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14776;;обычно;ќЅџ„Ќќ;ADV -;;;всЄ окей , _обычно_ иногда в ћоскве;о;н;ч;ы;б;о;ADV;ќЅџ„Ќќ;ADV -;ќ
14777;;иногда;»Ќќ√ƒј;ADV -;;;окей , обычно _иногда_ в ћоскве;а;д;г;о;н;и;ADV;»Ќќ√ƒј;ADV -;ј
14778;;в;¬;PR;;;, обычно иногда _в_ ћоскве звЄзды;в;;;;;;PR;¬;PR;¬
14779;;ћоскве;ћќ— ¬ј;S f inan loc sg;;;обычно иногда в _ћоскве_ звЄзды;е;в;к;с;о;м;S;ћќ— ¬ј;S f inan loc sg;ј
14780;<noindex>[нрзб]</noindex>;;;;;;;;;;;;;;;;
14781;;звЄзды;«¬≈«ƒј;S f anim nom pl;;;в ћоскве _звЄзды_ воще;ы;д;з;Є;в;з;S;«¬≈«ƒј;S f inan nom pl;ј
14782;"<distinct form=""";;;;;;;;;;;;;;;;
14783;<dist>;воще;;;;;;;;;;;;;;;
14784;""">";;;;;;;;;;;;;;;;
14785;;вообще;¬ќќЅў≈;ADV -;;;воще _вообще_ ззз;е;щ;б;о;о;в;ADV;¬ќќЅў≈;ADV -;≈
14786;</distinct>;;;;;;;;;;;;;;;;
14787;"<distinct form=""";;;;;;;;;;;;;;;;
14788;<dist>;ззз;;;;;;;;;;;;;;;
14789;""">";;;;;;;;;;;;;;;;
14790;;за;«ј;PR;;;ззз _за_ Е час;а;з;;;;;PR;«ј;PR;ј
14791;</distinct>;;;;;;;;;;;;;;;;
14792;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
14793;;час;„ј—;S m inan acc sg;;;за Е _час_ - полтора просто;с;а;ч;;;;S;„ј—;S m inan acc sg;—
14794;;-;-;PUNCT;;;;;;;;;;PUNCT;;;
14795;;полтора;ѕќЋ“ќ–ј;NUM acc m -;;;Е час - _полтора_ просто не выход€т;а;р;о;т;л;о;NUM;ѕќЋ“ќ–ј;NUM nom m -;ј
14796;;просто;ѕ–ќ—“ќ;PART;;;час - полтора _просто_ не выход€т на;о;т;с;о;р;п;PART;ѕ–ќ—“ќ;PART;ќ
14797;;не;Ќ≈;PART;;;- полтора просто _не_ выход€т на сцену;е;н;;;;;PART;Ќ≈;PART;≈
14798;;выход€т;¬џ’ќƒ»“№;V ipf praes pl indic - 3p;;;полтора просто не _выход€т_ на сцену ї;т;€;д;о;х;ы;V;¬џ’ќƒ»“№;V ipf praes pl indic - 3p;№
14799;;на;Ќј;PR;;;просто не выход€т _на_ сцену ї .;а;н;;;;;PR;Ќј;PR;ј
14800;;сцену;—÷≈Ќј;S f inan acc sg;;;не выход€т на _сцену_ ї .;у;н;е;ц;с;;S;—÷≈Ќј;S f inan acc sg;ј
14801;;ї;ї;PUNCT;;;;;;;;;;PUNCT;;;
14802;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
14803;;;;;;;;;;;;;;;;;
14804;# sent = 1134;;;;;;;;;;;;;;;;
14805;;ћы;ћџ;SPRO pl 1p - nom;;;. _ћы_ такие Ђ ммм;ы;м;;;;;SPRO;ћџ;SPRO pl 1p - nom;џ
14806;;такие;“ј ќ…;APRO - nom pl plen - anim;;;ћы _такие_ Ђ ммм ,;е;и;к;а;т;;APRO;“ј ќ…;A - acc pl plen - inan;…
14807;;Ђ;Ђ;PUNCT;;;;;;;;;;PUNCT;;;
14808;;ммм;ћћћ;INTJ;;;ћы такие Ђ _ммм_ , €сн;м;м;м;;;;S;ћћћ;S n inan loc sg;ћ
14809;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14810;"<distinct form=""";;;;;;;;;;;;;;;;
14811;<dist>;€сн;;;;;;;;;;;;;;;
14812;""">";;;;;;;;;;;;;;;;
14813;;€сно;я—Ќќ;ADV -;;;€сн _€сно_ ї .;о;н;с;€;;;ADV;я—Ќќ;ADV -;ќ
14814;</distinct>;;;;;;;;;;;;;;;;
14815;;ї;ї;PUNCT;;;;;;;;;;PUNCT;;;
14816;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
14817;;;;;;;;;;;;;;;;;
14818;# sent = 1135;;;;;;;;;;;;;;;;
14819;;Ќу;Ќ”;PART;;;. _Ќу_ , потом она;у;н;;;;;PART;Ќ”;PART;”
14820;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14821;;потом;ѕќ“ќћ;ADV -;;;Ќу , _потом_ она дала офигенный;м;о;т;о;п;;ADV;ѕќ“ќћ;ADV -;ћ
14822;;она;ќЌј;SPRO sg 3p f nom;;;Ќу , потом _она_ дала офигенный концерт;а;н;о;;;;SPRO;ќЌј;SPRO sg 3p f nom;ј
14823;;дала;ƒј“№;V pf praet sg indic f -;;;, потом она _дала_ офигенный концерт ,;а;л;а;д;;;V;ƒј“№;V pf praet sg indic f -;№
14824;;офигенный;ќ‘»√≈ЌЌџ…;A - acc sg plen m inan;;;потом она дала _офигенный_ концерт , и;й;ы;н;н;е;г;A;ќ‘»√≈ЌЌџ…;A - acc sg plen m inan;…
14825;;концерт; ќЌ÷≈–“;S m inan acc sg;;;она дала офигенный _концерт_ , и мы;т;р;е;ц;н;о;S; ќЌ÷≈–“;S m inan acc sg;“
14826;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14827;;и;»;CONJ;;;офигенный концерт , _и_ мы все забили;и;;;;;;CONJ;»;CONJ;»
14828;;мы;ћџ;SPRO pl 1p - nom;;;концерт , и _мы_ все забили просто;ы;м;;;;;SPRO;ћџ;SPRO pl 1p - nom;џ
14829;;все;¬—≈;S - - acc pl;;;, и мы _все_ забили просто на;е;с;в;;;;S;¬—≈;S - - acc pl;≈
14830;;забили;«јЅ»“№;V pf praet pl indic - -;;;и мы все _забили_ просто на;и;л;и;б;а;з;V;«јЅ»“№;V pf praet pl indic - -;№
14831;;просто;ѕ–ќ—“ќ;PART;;;мы все забили _просто_ на тт;о;т;с;о;р;п;PART;ѕ–ќ—“ќ;PART;ќ
14832;;на;Ќј;PR;;;все забили просто _на_ тт;а;н;;;;;PR;Ќј;PR;ј
14833;"<distinct form=""";;;;;;;;;;;;;;;;
14834;<dist>;тт;;;;;;;;;;;;;;;
14835;""">";;;;;;;;;;;;;;;;
14836;;этот;Ё“ќ“;APRO - acc sg plen m inan;;;тт _этот_ нюанс ,;т;о;т;э;;;APRO;Ё“ќ“;A - acc sg plen m inan;“
14837;</distinct>;;;;;;;;;;;;;;;;
14838;;нюанс;ЌёјЌ—;S m inan acc sg;;;этот _нюанс_ , всЄ такое;с;н;а;ю;н;;S;ЌёјЌ—;S m inan acc sg;—
14839;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14840;;всЄ;¬—≈;S n - nom sg;;;нюанс , _всЄ_ такое .;Є;с;в;;;;S;¬—≈;S n - nom sg;≈
14841;;такое;“ј ќ…;APRO - nom sg plen n -;;;нюанс , всЄ _такое_ .;е;о;к;а;т;;APRO;“ј ќ…;A - nom sg plen n -;…
14842;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
14843;;;;;;;;;;;;;;;;;
14844;# sent = 1136;;;;;;;;;;;;;;;;
14845;;¬от;¬ќ“;PART;;;. _¬от_ .;т;о;в;;;;PART;¬ќ“;PART;“
14846;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
14847;;;;;;;;;;;;;;;;;
14848;# sent = 1137;;;;;;;;;;;;;;;;
14849;;Ќу;Ќ”;PART;;;. _Ќу_ , хз ,;у;н;;;;;PART;Ќ”;PART;”
14850;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14851;;хз;’«;NONLEX;distort;;Ќу , _хз_ , а ещЄ;з;х;;;;;NONLEX;’«;NONLEX;«
14852;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14853;;а;ј;CONJ;;;, хз , _а_ ещЄ она обычно;а;;;;;;CONJ;ј;CONJ;ј
14854;;ещЄ;≈ў≈;ADV -;;;хз , а _ещЄ_ она обычно;Є;щ;е;;;;ADV;≈ў≈;ADV -;≈
14855;;она;ќЌј;SPRO sg 3p f nom;;;, а ещЄ _она_ обычно спра;а;н;о;;;;SPRO;ќЌј;SPRO sg 3p f nom;ј
14856;;обычно;ќЅџ„Ќќ;ADV -;;;а ещЄ она _обычно_ спра;о;н;ч;ы;б;о;ADV;ќЅџ„Ќќ;ADV -;ќ
14857;"<distinct form=""";;;;;;;;;;;;;;;;
14858;<dist>;спра;;;;;;;;;;;;;;;
14859;""">";;;;;;;;;;;;;;;;
14860;;спрашивает;—ѕ–јЎ»¬ј“№;V ipf praes sg indic - 3p;;;спра _спрашивает_ Е спрашивает;т;е;а;в;и;ш;V;—ѕ–јЎ»¬ј“№;V ipf praes sg indic - 3p;№
14861;</distinct>;;;;;;;;;;;;;;;;
14862;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
14863;;спрашивает;—ѕ–јЎ»¬ј“№;V ipf praes sg indic - 3p;;;спрашивает Е _спрашивает_ , ну ,;т;е;а;в;и;ш;V;—ѕ–јЎ»¬ј“№;V ipf praes sg indic - 3p;№
14864;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14865;;ну;Ќ”;PART;;;Е спрашивает , _ну_ , когда;у;н;;;;;PART;Ќ”;PART;”
14866;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14867;;когда; ќ√ƒј;ADV -;;;, ну , _когда_ токо;а;д;г;о;к;;ADV; ќ√ƒј;ADV -;ј
14868;"<distinct form=""";;;;;;;;;;;;;;;;
14869;<dist>;токо;;;;;;;;;;;;;;;
14870;""">";;;;;;;;;;;;;;;;
14871;;только;“ќЋ№ ќ;PART;;;токо _только_ начало концерта;о;к;ь;л;о;т;PART;“ќЋ№ ќ;PART;ќ
14872;</distinct>;;;;;;;;;;;;;;;;
14873;;начало;Ќј„јЋќ;S n inan nom sg;;;только _начало_ концерта там ,;о;л;а;ч;а;н;S;Ќј„јЋќ;S n inan nom sg;ќ
14874;;концерта; ќЌ÷≈–“;S m inan gen sg;;;только начало _концерта_ там , на;а;т;р;е;ц;н;S; ќЌ÷≈–“;S m inan gen sg;“
14875;;там;“јћ;PARENTH;;;начало концерта _там_ , на своей;м;а;т;;;;ADV;“јћ;ADV -;ћ
14876;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14877;;на;Ќј;PR;;;концерта там , _на_ своей вот этой;а;н;;;;;PR;Ќј;PR;ј
14878;;своей;—¬ќ…;APRO - loc sg plen f -;;;там , на _своей_ вот этой гитаре;й;е;о;в;с;;APRO;—¬ќ…;A - loc sg plen f -;…
14879;;вот;¬ќ“;PART;;;, на своей _вот_ этой гитаре -;т;о;в;;;;PART;¬ќ“;PART;“
14880;;этой;Ё“ќ“;APRO - loc sg plen f -;;;на своей вот _этой_ гитаре - электрухе;й;о;т;э;;;APRO;Ё“ќ“;A - gen sg plen f -;“
14881;;гитаре;√»“ј–ј;S f inan loc sg;;;своей вот этой _гитаре_ - электрухе ,;е;р;а;т;и;г;S;√»“ј–ј;S f inan loc sg;ј
14882;;-;-;PUNCT;;;;;;;;;;PUNCT;;;
14883;;электрухе;ЁЋ≈ “–”’ј;S f inan loc sg;;;этой гитаре - _электрухе_ , там подкручивает;е;х;у;р;т;к;S;ЁЋ≈ “–”’ј;S f inan loc sg;ј
14884;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14885;;там;“јћ;PARENTH;;;- электрухе , _там_ подкручивает вс€кие регул€торы;м;а;т;;;;ADV;“јћ;ADV -;ћ
14886;;подкручивает;ѕќƒ –”„»¬ј“№;V ipf praes sg indic - 3p;;;электрухе , там _подкручивает_ вс€кие регул€торы ,;т;е;а;в;и;ч;V;ѕќƒ –”„»¬ј“№;V ipf praes sg indic - 3p;№
14887;;вс€кие;¬—я »…;A - nom pl plen - -;;;, там подкручивает _вс€кие_ регул€торы , эти;е;и;к;€;с;в;A;¬—я »…;A - nom pl plen - -;…
14888;;регул€торы;–≈√”Ћя“ќ–;S m inan acc pl;;;там подкручивает вс€кие _регул€торы_ , эти Е;ы;р;о;т;€;л;S;–≈√”Ћя“ќ–;S m inan nom pl;–
14889;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14890;;эти;Ё“ќ“;APRO - acc pl plen - inan;;;вс€кие регул€торы , _эти_ Е ну ,;и;т;э;;;;APRO;Ё“ќ“;A - acc pl plen - inan;“
14891;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
14892;;ну;Ќ”;PART;;;, эти Е _ну_ , не настраивает;у;н;;;;;PART;Ќ”;PART;”
14893;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14894;;не;Ќ≈;PART;;;Е ну , _не_ настраивает , но;е;н;;;;;PART;Ќ≈;PART;≈
14895;;настраивает;Ќј—“–ј»¬ј“№;V ipf praes sg indic - 3p;;;ну , не _настраивает_ , но именно;т;е;а;в;и;а;V;Ќј—“–ј»¬ј“№;V ipf praes sg indic - 3p;№
14896;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14897;;но;Ќќ;CONJ;;;не настраивает , _но_ именно что Е;о;н;;;;;CONJ;Ќќ;CONJ;ќ
14898;;именно;»ћ≈ЌЌќ;PART;;;настраивает , но _именно_ что Е ну;о;н;н;е;м;и;PART;»ћ≈ЌЌќ;PART;ќ
14899;;что;„“ќ;PART;;;, но именно _что_ Е ну как;о;т;ч;;;;CONJ;„“ќ;CONJ;ќ
14900;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
14901;;ну;Ќ”;PART;;;именно что Е _ну_ как звук идЄт;у;н;;;;;PART;Ќ”;PART;”
14902;;как; ј ;CONJ;;;что Е ну _как_ звук идЄт ,;к;а;к;;;;CONJ; ј ;CONJ; 
14903;;звук;«¬” ;S m inan nom sg;;;Е ну как _звук_ идЄт , говорит;к;у;в;з;;;S;«¬” ;S m inan nom sg; 
14904;;идЄт;»ƒ“»;V ipf praes sg indic - 3p;;;ну как звук _идЄт_ , говорит ,;т;Є;д;и;;;V;»ƒ“»;V ipf praes sg indic - 3p;»
14905;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14906;;говорит;√ќ¬ќ–»“№;V ipf praes sg indic - 3p;;;звук идЄт , _говорит_ , там ,;т;и;р;о;в;о;V;√ќ¬ќ–»“№;V ipf praes sg indic - 3p;№
14907;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14908;;там;“јћ;PARENTH;;;, говорит , _там_ , Ђ басов;м;а;т;;;;ADV;“јћ;ADV -;ћ
14909;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14910;;Ђ;Ђ;PUNCT;;;;;;;;;;PUNCT;;;
14911;;басов;Ѕј—;S m inan gen pl;;;там , Ђ _басов_ прибавить ? ї;в;о;с;а;б;;S;Ѕј—;S m inan gen pl;—
14912;;прибавить;ѕ–»Ѕј¬»“№;V pf - - inf - -;;;, Ђ басов _прибавить_ ? ї или;ь;т;и;в;а;б;V;ѕ–»Ѕј¬»“№;V pf - - inf - -;№
14913;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
14914;;ї;ї;PUNCT;;;;;;;;;;PUNCT;;;
14915;;или;»Ћ»;CONJ;;;прибавить ? ї _или_ чЄ-нить;и;л;и;;;;CONJ;»Ћ»;CONJ;»
14916;"<distinct form=""";;;;;;;;;;;;;;;;
14917;<dist>;чЄ-нить;;;;;;;;;;;;;;;
14918;""">";;;;;;;;;;;;;;;;
14919;;что-нибудь;„“ќ-Ќ»Ѕ”ƒ№;SPRO n inan acc sg;;;чЄ-нить _что-нибудь_ такое .;ь;д;у;б;и;н;SPRO;„“ќ-Ќ»Ѕ”ƒ№;S n - acc sg;№
14920;</distinct>;;;;;;;;;;;;;;;;
14921;;такое;“ј ќ…;APRO - acc sg plen n -;;;что-нибудь _такое_ .;е;о;к;а;т;;APRO;“ј ќ…;A - nom sg plen n -;…
14922;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
14923;;;;;;;;;;;;;;;;;
14924;# sent = 1138;;;;;;;;;;;;;;;;
14925;# speaker =  от;;;;;;;;;;;;;;;;
14926;# sent = 1139;;;;;;;;;;;;;;;;
14927;;Ќу;Ќ”;PART;;;_Ќу_ , довольно интересно;у;н;;;;;PART;Ќ”;PART;”
14928;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14929;;довольно;ƒќ¬ќЋ№Ќќ;ADV -;;;Ќу , _довольно_ интересно , потому что;о;н;ь;л;о;в;ADV;ƒќ¬ќЋ№Ќќ;ADV -;ќ
14930;;интересно;»Ќ“≈–≈—Ќџ…;A - - sg brev n -;;;Ќу , довольно _интересно_ , потому что обычно;о;н;с;е;р;е;A;»Ќ“≈–≈—Ќџ…;A - - sg brev n -;…
14931;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14932;;потому что;потому что;CONJ;;;довольно интересно , _потому что_ обычно люди ,;о;т;ч;;у;м;CONJ;потому что;CONJ;о
14933;;обычно;ќЅџ„Ќќ;ADV -;;;интересно , потому что _обычно_ люди , которые;о;н;ч;ы;б;о;ADV;ќЅџ„Ќќ;ADV -;ќ
14934;;люди;„≈Ћќ¬≈ ;S m anim nom pl;;;, потому что обычно _люди_ , которые ход€т;и;д;ю;л;;;S;„≈Ћќ¬≈ ;S m anim nom pl; 
14935;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14936;;которые; ќ“ќ–џ…;APRO - nom pl plen - -;;;обычно люди , _которые_ ход€т такие ,;е;ы;р;о;т;о;APRO; ќ“ќ–џ…;A - nom pl plen - -;…
14937;;ход€т;’ќƒ»“№;V ipf praes pl indic - 3p;;;люди , которые _ход€т_ такие , ну;т;€;д;о;х;;V;’ќƒ»“№;V ipf praes pl indic - 3p;№
14938;;такие;“ј ќ…;APRO - nom pl plen - anim;;;, которые ход€т _такие_ , ну ,;е;и;к;а;т;;APRO;“ј ќ…;A - acc pl plen - inan;…
14939;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14940;;ну;Ќ”;PART;;;ход€т такие , _ну_ , кбы;у;н;;;;;PART;Ќ”;PART;”
14941;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14942;"<distinct form=""";;;;;;;;;;;;;;;;
14943;<dist>;кбы;;;;;;;;;;;;;;;
14944;""">";;;;;;;;;;;;;;;;
14945;;как бы;как бы;PART;;;кбы _как бы_ , уже;ы;б;;к;а;к;PART;как бы;ADV -;ы
14946;</distinct>;;;;;;;;;;;;;;;;
14947;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14948;;уже;”∆≈;ADV -;;;как бы , _уже_ в курсе ,;е;ж;у;;;;ADV;”∆≈;ADV -;≈
14949;;в;¬;PR;;;, уже _в_ курсе , как;в;;;;;;PR;¬;PR;¬
14950;;курсе; ”–—;S m inan loc sg;;;, уже в _курсе_ , как примерно;е;с;р;у;к;;S; ”–—;S m inan loc sg;—
14951;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14952;;как; ј ;CONJ;;;в курсе , _как_ примерно должно звучать;к;а;к;;;;CONJ; ј ;CONJ; 
14953;;примерно;ѕ–»ћ≈–Ќќ;ADV -;;;курсе , как _примерно_ должно звучать ,;о;н;р;е;м;и;ADV;ѕ–»ћ≈–Ќќ;ADV -;ќ
14954;;должно;ƒќЋ∆Ќќ;ADV -;;;, как примерно _должно_ звучать , они;о;н;ж;л;о;д;ADV;ƒќЋ∆Ќќ;ADV -;ќ
14955;;звучать;«¬”„ј“№;V ipf - - inf - -;;;как примерно должно _звучать_ , они;ь;т;а;ч;у;в;V;«¬”„ј“№;V ipf - - inf - -;№
14956;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14957;;они;ќЌ»;SPRO pl - - nom;;;должно звучать , _они_ тг;и;н;о;;;;SPRO;ќЌ»;SPRO pl - - nom;»
14958;"<distinct form=""";;;;;;;;;;;;;;;;
14959;<dist>;тг;;;;;;;;;;;;;;;
14960;""">";;;;;;;;;;;;;;;;
14961;;такие;“ј ќ…;APRO - nom pl plen - anim;;;тг _такие_ говор€т :;е;и;к;а;т;;APRO;“ј ќ…;A - acc pl plen - inan;…
14962;</distinct>;;;;;;;;;;;;;;;;
14963;;говор€т;√ќ¬ќ–»“№;V ipf praes pl indic - 3p;;;такие _говор€т_ : Ђ ƒа;т;€;р;о;в;о;V;√ќ¬ќ–»“№;V ipf praes pl indic - 3p;№
14964;;:;:;PUNCT;;;;;;;;;;PUNCT;;;
14965;;Ђ;Ђ;PUNCT;;;;;;;;;;PUNCT;;;
14966;;ƒа;ƒј;PART;;;говор€т : Ђ _ƒа_ , да ,;а;д;;;;;PART;ƒј;PART;ј
14967;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14968;;да;ƒј;CONJ;;;Ђ ƒа , _да_ , нормально !;а;д;;;;;CONJ;ƒј;CONJ;ј
14969;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14970;;нормально;Ќќ–ћјЋ№Ќџ…;A - - sg brev n -;;;, да , _нормально_ ! ї ,;о;н;ь;л;а;м;A;Ќќ–ћјЋ№Ќџ…;A - - sg brev n -;…
14971;;!;!;PUNCT;;;;;;;;;;PUNCT;;;
14972;;ї;ї;PUNCT;;;;;;;;;;PUNCT;;;
14973;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14974;;такие;“ј ќ…;APRO - nom pl plen - anim;;;! ї , _такие_ , Ђ;е;и;к;а;т;;APRO;“ј ќ…;A - acc pl plen - inan;…
14975;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14976;;Ђ;Ђ;PUNCT;;;;;;;;;;PUNCT;;;
14977;"<distinct form=""";;;;;;;;;;;;;;;;
14978;<dist>;Ќе;;;;;;;;;;;;;;;
14979;""">";;;;;;;;;;;;;;;;
14980;;Ќет;Ќ≈“;PART;;;Ќе _Ќет_ , добавить;т;е;н;;;;PART;Ќ≈“;PART;“
14981;</distinct>;;;;;;;;;;;;;;;;
14982;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14983;;добавить;ƒќЅј¬»“№;V pf - - inf - -;;;Ќет , _добавить_ , да -;ь;т;и;в;а;б;V;ƒќЅј¬»“№;V pf - - inf - -;№
14984;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14985;;да;ƒј;CONJ;;;, добавить , _да_ - та -;а;д;;;;;CONJ;ƒј;CONJ;ј
14986;;-;-;PUNCT;;;;;;;;;;PUNCT;;;
14987;;та;INTJ;;;;, да - _та_ - та ї;а;т;;;;;A;“ќ“;A - nom sg plen f -;“
14988;;-;-;PUNCT;;;;;;;;;;PUNCT;;;
14989;;та;INTJ;;;;- та - _та_ ї .;а;т;;;;;A;“ќ“;A - nom sg plen f -;“
14990;;ї;ї;PUNCT;;;;;;;;;;PUNCT;;;
14991;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
14992;;;;;;;;;;;;;;;;;
14993;# sent = 1140;;;;;;;;;;;;;;;;
14994;;¬от;¬ќ“;PART;;;. _¬от_ .;т;о;в;;;;PART;¬ќ“;PART;“
14995;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
14996;;;;;;;;;;;;;;;;;
14997;# sent = 1141;;;;;;;;;;;;;;;;
14998;;Ќу;Ќ”;PART;;;. _Ќу_ и , как бы;у;н;;;;;PART;Ќ”;PART;”
14999;;и;»;CONJ;;;Ќу _и_ , как бы ,;и;;;;;;CONJ;»;CONJ;»
15000;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15001;;как бы;как бы;PART;;;Ќу и , _как бы_ , мило .;ы;б;;к;а;к;PART;как бы;ADV -;ы
15002;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15003;;мило;ћ»Ћќ;ADV -;;;, как бы , _мило_ .;о;л;и;м;;;ADV;ћ»Ћќ;ADV -;ќ
15004;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
15005;;;;;;;;;;;;;;;;;
15006;# sent = 1142;;;;;;;;;;;;;;;;
15007;;¬торой;¬“ќ–ќ…;ANUM - nom sg plen m -;;;. _¬торой_ раз вообще €;й;о;р;о;т;в;ANUM;¬“ќ–ќ…;A - nom sg plen m -;…
15008;;раз;–ј«;S m inan nom sg;;;¬торой _раз_ вообще € хал€вно;з;а;р;;;;S;–ј«;S m inan acc sg;«
15009;;вообще;¬ќќЅў≈;ADV -;;;¬торой раз _вообще_ € хал€вно ,;е;щ;б;о;о;в;ADV;¬ќќЅў≈;ADV -;≈
15010;;€;я;SPRO sg 1p - nom;;;¬торой раз вообще _€_ хал€вно , по;€;;;;;;SPRO;я;SPRO sg 1p - nom;я
15011;;хал€вно;’јЋя¬Ќќ;ADV -;;;раз вообще € _хал€вно_ , по сути;о;н;в;€;л;а;ADV;’јЋя¬Ќќ;ADV -;ќ
15012;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15013;;по;ѕќ;PR;;;€ хал€вно , _по_ сути , сходила;о;п;;;;;PR;ѕќ;PR;ќ
15014;;сути;—”“№;S f inan dat sg;;;хал€вно , по _сути_ , сходила ,;и;т;у;с;;;S;—”“№;S f inan dat sg;№
15015;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15016;;сходила;—’ќƒ»“№;V ipf praet sg indic f -;;;по сути , _сходила_ , туу;а;л;и;д;о;х;V;—’ќƒ»“№;V ipf praet sg indic f -;№
15017;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15018;"<distinct form=""";;;;;;;;;;;;;;;;
15019;<dist>;туу;;;;;;;;;;;;;;;
15020;""">";;;;;;;;;;;;;;;;
15021;;потому;ѕќ“ќћ”;ADV -;;;туу _потому_ что за;у;м;о;т;о;п;ADV;ѕќ“ќћ”;ADV -;”
15022;</distinct>;;;;;;;;;;;;;;;;
15023;;что;„“ќ;CONJ;;;потому _что_ за мен€ заплатили;о;т;ч;;;;CONJ;„“ќ;CONJ;ќ
15024;;за;«ј;PR;;;потому что _за_ мен€ заплатили .;а;з;;;;;PR;«ј;PR;ј
15025;;мен€;я;SPRO sg 1p - acc;;;что за _мен€_ заплатили .;€;н;е;м;;;SPRO;я;SPRO sg 1p - acc;я
15026;;заплатили;«јѕЋј“»“№;V pf praet pl indic - -;;;что за мен€ _заплатили_ .;и;л;и;т;а;л;V;«јѕЋј“»“№;V pf praet pl indic - -;№
15027;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
15028;;;;;;;;;;;;;;;;;
15029;# sent = 1143;;;;;;;;;;;;;;;;
15030;;“ы;“џ;SPRO sg 2p - nom;;;. _“ы_ же помнишь ћаксима;ы;т;;;;;SPRO;“џ;SPRO sg 2p - nom;џ
15031;;же;∆≈;PART;;;“ы _же_ помнишь ћаксима ?;е;ж;;;;;PART;∆≈;PART;≈
15032;;помнишь;ѕќћЌ»“№;V ipf praes sg indic - 2p;;;“ы же _помнишь_ ћаксима ?;ь;ш;и;н;м;о;V;ѕќћЌ»“№;V ipf praes sg indic - 2p;№
15033;;ћаксима;ћј —»ћ;S m anim acc sg;;;“ы же помнишь _ћаксима_ ?;а;м;и;с;к;а;S;ћј —»ћ;S m anim acc sg;ћ
15034;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
